bin,lo,hi,n,fraction,accuracy,confidence,model_id,benchmark,method,seed
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
9.0,0.6,0.6666666666666666,7.0,0.04697986577181208,0.2857142857142857,0.6000000238418579,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
10.0,0.6666666666666666,0.7333333333333333,3.0,0.020134228187919462,0.3333333333333333,0.6666666865348816,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
11.0,0.7333333333333333,0.8,2.0,0.013422818791946308,0.5,0.75,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
12.0,0.8,0.8666666666666667,8.0,0.053691275167785234,0.625,0.800000011920929,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
14.0,0.9333333333333333,1.0,93.0,0.6241610738255033,0.7419354838709677,1.0,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,1
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
6.0,0.4,0.4666666666666667,16.0,0.05333333333333334,0.1875,0.4000000059604645,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
9.0,0.6,0.6666666666666666,77.0,0.25666666666666665,0.33766233766233766,0.6000000238418579,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
12.0,0.8,0.8666666666666667,74.0,0.24666666666666667,0.36486486486486486,0.800000011920929,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
14.0,0.9333333333333333,1.0,133.0,0.44333333333333336,0.5714285714285714,1.0,mistralai/Mistral-7B-Instruct-v0.3,FEVER,self_consistency_mc,2
0.0,0.0,0.06666666666666667,16.0,0.05333333333333334,0.1875,0.03977024555206299,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
2.0,0.13333333333333333,0.2,25.0,0.08333333333333333,0.32,0.13502651453018188,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
5.0,0.3333333333333333,0.4,52.0,0.17333333333333334,0.34615384615384615,0.3873984217643738,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
8.0,0.5333333333333333,0.6,74.0,0.24666666666666667,0.36486486486486486,0.5445141196250916,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
9.0,0.6,0.6666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
12.0,0.8,0.8666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
14.0,0.9333333333333333,1.0,133.0,0.44333333333333336,0.5714285714285714,0.999999999949698,mistralai/Mistral-7B-Instruct-v0.3,FEVER,semantic_entropy_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
6.0,0.4,0.4666666666666667,7.0,0.023333333333333334,0.42857142857142855,0.4438610460077013,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
7.0,0.4666666666666667,0.5333333333333333,38.0,0.12666666666666668,0.2894736842105263,0.5143881204881167,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
8.0,0.5333333333333333,0.6,82.0,0.2733333333333333,0.35365853658536583,0.566424854644915,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
9.0,0.6,0.6666666666666666,57.0,0.19,0.2807017543859649,0.6335042223595736,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
10.0,0.6666666666666666,0.7333333333333333,51.0,0.17,0.3137254901960784,0.6933084469215542,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
11.0,0.7333333333333333,0.8,32.0,0.10666666666666667,0.46875,0.7657987549901009,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
12.0,0.8,0.8666666666666667,22.0,0.07333333333333333,0.36363636363636365,0.8264883539893411,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
13.0,0.8666666666666667,0.9333333333333333,5.0,0.016666666666666666,0.6,0.9043686270713807,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
14.0,0.9333333333333333,1.0,6.0,0.02,0.6666666666666666,0.9501528938611349,mistralai/Mistral-7B-Instruct-v0.3,FEVER,temperature_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
6.0,0.4,0.4666666666666667,10.0,0.03333333333333333,0.4,0.42685413658618926,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
7.0,0.4666666666666667,0.5333333333333333,66.0,0.22,0.2878787878787879,0.5111430987264171,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
8.0,0.5333333333333333,0.6,97.0,0.3233333333333333,0.35051546391752575,0.562934550427899,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
9.0,0.6,0.6666666666666666,63.0,0.21,0.2857142857142857,0.6303661541333274,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
10.0,0.6666666666666666,0.7333333333333333,37.0,0.12333333333333334,0.4594594594594595,0.6957797198682218,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
11.0,0.7333333333333333,0.8,18.0,0.06,0.3888888888888889,0.7513430085447099,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
12.0,0.8,0.8666666666666667,3.0,0.01,0.6666666666666666,0.8314836422602335,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
13.0,0.8666666666666667,0.9333333333333333,6.0,0.02,0.6666666666666666,0.8884314000606537,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
14.0,0.9333333333333333,1.0,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,FEVER,vanilla_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
9.0,0.6,0.6666666666666666,27.0,0.09,0.5925925925925926,0.6000000238418579,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
12.0,0.8,0.8666666666666667,23.0,0.07666666666666666,0.5217391304347826,0.800000011920929,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
14.0,0.9333333333333333,1.0,250.0,0.8333333333333334,0.78,1.0,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,self_consistency_mc,2
0.0,0.0,0.06666666666666667,27.0,0.09,0.5925925925925926,0.029049396514892578,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
4.0,0.26666666666666666,0.3333333333333333,23.0,0.07666666666666666,0.5217391304347826,0.27807193994522095,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
7.0,0.4666666666666667,0.5333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
9.0,0.6,0.6666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
10.0,0.6666666666666666,0.7333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
12.0,0.8,0.8666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
14.0,0.9333333333333333,1.0,250.0,0.8333333333333334,0.78,0.9999999999601369,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,semantic_entropy_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
7.0,0.4666666666666667,0.5333333333333333,27.0,0.09,0.37037037037037035,0.5165006275530215,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
8.0,0.5333333333333333,0.6,51.0,0.17,0.27450980392156865,0.564058477972068,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
9.0,0.6,0.6666666666666666,30.0,0.1,0.3333333333333333,0.6249891976515453,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
10.0,0.6666666666666666,0.7333333333333333,28.0,0.09333333333333334,0.35714285714285715,0.7013116670506341,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
11.0,0.7333333333333333,0.8,30.0,0.1,0.6333333333333333,0.7689192096392313,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
12.0,0.8,0.8666666666666667,55.0,0.18333333333333332,0.7454545454545455,0.8396020466631109,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
13.0,0.8666666666666667,0.9333333333333333,71.0,0.23666666666666666,0.9154929577464789,0.8948012632383427,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
14.0,0.9333333333333333,1.0,8.0,0.02666666666666667,1.0,0.9450546205043793,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,temperature_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
2.0,0.13333333333333333,0.2,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
3.0,0.2,0.26666666666666666,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
4.0,0.26666666666666666,0.3333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
5.0,0.3333333333333333,0.4,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
6.0,0.4,0.4666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
7.0,0.4666666666666667,0.5333333333333333,37.0,0.12333333333333334,0.40540540540540543,0.5162194129582998,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
8.0,0.5333333333333333,0.6,67.0,0.22333333333333333,0.23880597014925373,0.5631179524891412,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
9.0,0.6,0.6666666666666666,31.0,0.10333333333333333,0.41935483870967744,0.639661721644863,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
10.0,0.6666666666666666,0.7333333333333333,32.0,0.10666666666666667,0.625,0.6989014577120543,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
11.0,0.7333333333333333,0.8,72.0,0.24,0.7777777777777778,0.7699168423811594,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
12.0,0.8,0.8666666666666667,54.0,0.18,0.9259259259259259,0.826926675107744,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
13.0,0.8666666666666667,0.9333333333333333,7.0,0.023333333333333334,1.0,0.8824754527636937,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
14.0,0.9333333333333333,1.0,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,HaluEval-QA,vanilla_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
2.0,0.13333333333333333,0.2,2.0,0.013422818791946308,0.0,0.16526909917593002,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
3.0,0.2,0.26666666666666666,4.0,0.026845637583892617,0.0,0.2408946491777897,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
4.0,0.26666666666666666,0.3333333333333333,7.0,0.04697986577181208,0.14285714285714285,0.29618753705705914,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
5.0,0.3333333333333333,0.4,3.0,0.020134228187919462,0.3333333333333333,0.35588594277699787,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
6.0,0.4,0.4666666666666667,8.0,0.053691275167785234,0.625,0.41921597346663475,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
7.0,0.4666666666666667,0.5333333333333333,17.0,0.11409395973154363,0.5882352941176471,0.4965883037623237,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
8.0,0.5333333333333333,0.6,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
9.0,0.6,0.6666666666666666,5.0,0.03355704697986577,0.4,0.6000000238418579,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
10.0,0.6666666666666666,0.7333333333333333,7.0,0.04697986577181208,0.42857142857142855,0.6666666865348816,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
11.0,0.7333333333333333,0.8,3.0,0.020134228187919462,0.0,0.75,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
12.0,0.8,0.8666666666666667,6.0,0.040268456375838924,0.5,0.800000011920929,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
14.0,0.9333333333333333,1.0,87.0,0.5838926174496645,0.7241379310344828,1.0,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,self_consistency_mc,2
0.0,0.0,0.06666666666666667,1.0,0.006711409395973154,1.0,0.039035916328430176,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
2.0,0.13333333333333333,0.2,2.0,0.013422818791946308,0.0,0.16526909917593002,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
3.0,0.2,0.26666666666666666,6.0,0.040268456375838924,0.16666666666666666,0.23815148323774338,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
4.0,0.26666666666666666,0.3333333333333333,7.0,0.04697986577181208,0.14285714285714285,0.29618753705705914,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
5.0,0.3333333333333333,0.4,4.0,0.026845637583892617,0.25,0.3619839921593666,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
6.0,0.4,0.4666666666666667,7.0,0.04697986577181208,0.5714285714285714,0.4283880591392517,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
7.0,0.4666666666666667,0.5333333333333333,13.0,0.087248322147651,0.5384615384615384,0.4943207548214839,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
8.0,0.5333333333333333,0.6,5.0,0.03355704697986577,0.6,0.5611694872379303,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
9.0,0.6,0.6666666666666666,11.0,0.0738255033557047,0.45454545454545453,0.633195240389217,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
10.0,0.6666666666666666,0.7333333333333333,6.0,0.040268456375838924,0.3333333333333333,0.6946983387072881,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
11.0,0.7333333333333333,0.8,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
12.0,0.8,0.8666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
13.0,0.8666666666666667,0.9333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
14.0,0.9333333333333333,1.0,87.0,0.5838926174496645,0.7241379310344828,0.9999999999351018,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,semantic_entropy_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
2.0,0.13333333333333333,0.2,1.0,0.006711409395973154,0.0,0.15238654613494873,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
3.0,0.2,0.26666666666666666,11.0,0.0738255033557047,0.18181818181818182,0.2446435825391249,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
4.0,0.26666666666666666,0.3333333333333333,17.0,0.11409395973154363,0.23529411764705882,0.2978083701694713,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
5.0,0.3333333333333333,0.4,26.0,0.174496644295302,0.4230769230769231,0.3654052821489481,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
6.0,0.4,0.4666666666666667,22.0,0.1476510067114094,0.3181818181818182,0.43119324066422204,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
7.0,0.4666666666666667,0.5333333333333333,17.0,0.11409395973154363,0.35294117647058826,0.4945213619400473,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
8.0,0.5333333333333333,0.6,18.0,0.12080536912751678,0.3888888888888889,0.5640143520302243,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
9.0,0.6,0.6666666666666666,7.0,0.04697986577181208,0.7142857142857143,0.6238294499261039,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
10.0,0.6666666666666666,0.7333333333333333,11.0,0.0738255033557047,0.5454545454545454,0.6986640420826998,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
11.0,0.7333333333333333,0.8,7.0,0.04697986577181208,0.5714285714285714,0.7759204166276115,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
12.0,0.8,0.8666666666666667,5.0,0.03355704697986577,0.4,0.8292524695396424,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
13.0,0.8666666666666667,0.9333333333333333,6.0,0.040268456375838924,0.8333333333333334,0.899774412314097,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
14.0,0.9333333333333333,1.0,1.0,0.006711409395973154,0.0,0.9394161105155945,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,temperature_mc,2
0.0,0.0,0.06666666666666667,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,2
1.0,0.06666666666666667,0.13333333333333333,0.0,0.0,,,mistralai/Mistral-7B-Instruct-v0.3,TruthfulQA-MC1,vanilla_mc,2
